q3_curso,q4_institucion,q5_grado,q7_sesion,n_alumnos,q8_fecha_clase,nombre_tema_A,nombre_tema_B,comment_class,pct_puntaje,duration_h,asistencia,logro,proceso,inicio,pct_asistencia,pct_logro,pct_proceso,pct_inicio
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,06apr2026,Nivelación 0,,,.46875,2.6666667,8,4,1,3,.2857143,.5,.125,.375
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,09apr2026,Fracciones,,Plan de contingencia para el exit ticket ,.6875,2.6666667,15,8,1,3,.53571427,.53333336,.06666667,.2
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,20apr2026,Operaciones con fracciones,,Poco asistencia considero que deberían tomar como referencia Kirigueti debe haber un compromiso del director y jefe de la comunidad ,.75,2.6666667,6,5,0,1,.21428572,.83333331,0,.16666667
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,23apr2026,Números decimales,,Me llamo un padre de familia preocupada por su hija ya que dice que es muy tarde,.75,2.6666667,9,9,0,0,.32142857,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,04may2026,Porcentajes I,,Me falta plumón ,.72500002,2.6666667,9,7,0,1,.32142857,.77777779,0,.11111111
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,07may2026,Porcentajes II,,Pocos estudiantes ya que mañana festejarán el día de la madre ,.65714288,2.6666667,7,5,0,2,.25,.71428573,0,.2857143
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,01jun2026,Fracciones,Operaciones con fracciones,"Solo una estudiante, aproveche para enseñarle fracciones y que resuelva ejercicios ",.80000001,2.6666667,1,1,0,0,.035714287,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,04jun2026,Fracciones,Operaciones con fracciones,Al ver que los chicos tienen dificultades en Fracciones y en la primera clase de fracciones no asistieron se tuve que hacer la clase de fracciones ,.80000001,2.6666667,9,6,0,2,.32142857,.66666669,0,.22222222
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,15jun2026,Proporciones,,Grupo 1,.45000002,2.6666667,4,0,2,2,.14285715,0,.5,.5
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,16jun2026,Proporciones,,Los del grupo 1 salieron temprano pues tenían un trabajo de EPT,,2.6666667,3,0,0,0,.10714286,0,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,18jun2026,Nivelación 0,,"Todo cuarto se fue a sembrar sus hortalizas en el mismo horario del reforzamiento. Tres estudiantes de primer grado entraron a mi clase, les enseñe a sumar",,2.6666667,0,0,0,0,0,,,
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,19jun2026,Nivelación 0,,Solo asistieron 2 alumnas de cuarto en cuarto hay muchos de segundo grupo ,.625,2.6666667,2,1,1,0,.071428575,.5,.5,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,29jun2026,Nivelación 0,,Al estudiante Jhon se le enseño multiplicar y dividir ,.60000002,2.6666667,2,0,1,0,.071428575,0,.5,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,30jun2026,Porcentajes I,Porcentajes II,0 estudiantes de cuarto ,,2.6666667,0,0,0,0,0,,,
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,02jul2026,Nivelación 0,,Multiplicación y división ,1,2.6666667,2,2,0,0,.071428575,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,03jul2026,Nivelación 0,Operaciones con fracciones,Algunos estudiantes se les enseño sumar restar a otros proporciones de acuerdo a su nivel y su asistencia ,.88,2.6666667,5,5,0,0,.17857143,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,13jul2026,Nivelación 0,Porcentajes I,.,.54285717,2.6666667,7,3,0,4,.25,.42857143,0,.5714286
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,14jul2026,Nivelación 0,Proporciones,.,.84000003,2.6666667,5,5,0,0,.17857143,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,16jul2026,Números decimales,Proporciones,.,.65714288,2.6666667,7,4,1,2,.25,.5714286,.14285715,.2857143
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de reforzamiento,28,17jul2026,Nivelación 0,Lenguaje algebraico y ecuaciones,.,.76666665,2.6666667,6,4,1,1,.21428572,.66666669,.16666667,.16666667
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,08apr2026,Nivelación 0,,Hoy no se tomó exit ticket ,,1.3333334,9,0,0,0,.32142857,0,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,11apr2026,Fracciones,,Pocos alumnos ,.33333334,1.3333334,3,0,1,2,.10714286,0,.33333334,.66666669
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,22apr2026,Operaciones con fracciones,,Pocos estudiantes ,.75,1.3333334,2,2,0,0,.071428575,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,25apr2026,Números decimales,,Pocos alumnos ,.875,1.3333334,2,2,0,0,.071428575,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,06may2026,Porcentajes I,,Hay chicos que vienen solo a la sesión de consolidación y como no saben teoría se pierde.,.73333335,1.3333334,9,7,0,2,.32142857,.77777779,0,.22222222
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,03jun2026,Fracciones,Operaciones con fracciones,Descubrí que el punto débil de los chicos es Fracciones y números decimales ,.35000002,1.3333334,8,0,2,6,.2857143,0,.25,.75
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,06jun2026,Fracciones,Operaciones con fracciones,Fue productivo para las estudiantes que asistieron ,.73333335,1.3333334,3,2,0,1,.10714286,.66666669,0,.33333334
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,17jun2026,Proporciones,,Chicos de cuarto están de nivel menos que de quinto ,.53333336,1.3333334,6,2,1,3,.21428572,.33333334,.16666667,.5
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,20jun2026,Nivelación 0,,Llovió fuerte justo a la hora de entrada,,1.3333334,0,0,0,0,0,,,
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,01jul2026,Proporciones,,Grupo 1 ,.53333336,1.3333334,3,1,0,2,.10714286,.33333334,0,.66666669
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,04jul2026,Nivelación 0,Números decimales,Se les enseña de acuerdo a su asistencia y a su nivel ,.84000003,1.3333334,5,5,0,0,.17857143,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,15jul2026,Fracciones,Patrones y progresiones,.,.73333335,1.3333334,3,2,0,1,.10714286,.66666669,0,.33333334
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),4to de Secundaria,Sesión de consolidación (miércoles y sábados),28,18jul2026,Lenguaje algebraico y ecuaciones,,.,.60000002,1.3333334,6,3,1,2,.21428572,.5,.16666667,.33333334
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,14apr2026,Textos descriptivos,,Baja asistencia,.64999998,2.6666667,5,3,2,0,.2173913,.60000002,.40000001,0
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,17apr2026,Textos instructivos,,Baja asistencia ,.5625,2.6666667,4,2,1,1,.17391305,.5,.25,.25
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,28apr2026,Textos narrativos I,,Ninguno,.35416666,2.6666667,12,2,4,6,.52173913,.16666667,.33333334,.5
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,01may2026,Textos narrativos I,,Ninguno,.71875,2.6666667,8,5,3,0,.34782609,.625,.375,0
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,12may2026,Textos narrativos II,,Kia Kiara se retiró del colegio,.5866667,2.6666667,15,5,5,5,.65217394,.33333334,.33333334,.33333334
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,15may2026,Textos narrativos II,,Ninguno,.79166669,2.6666667,6,5,0,1,.26086956,.83333331,0,.16666667
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,09jun2026,Textos narrativos III,,La clase solo duró 1 hora,.5714286,2.6666667,7,3,1,3,.30434781,.42857143,.14285715,.42857143
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,26jun2026,Textos expositivos I,,Textos expositivos ,.94999999,2.6666667,4,4,0,0,.17391305,1,0,0
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,07jul2026,Textos expositivos II,,Se trabajaron textos expositivos,.5625,2.6666667,4,2,1,1,.17391305,.5,.25,.25
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,09jul2026,Textos narrativos II,,No se hicieron los estudiantes,,2.6666667,0,0,0,0,0,,,
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,10jul2026,Textos argumentativos I,,Se trabajaron textos argumentativos,.9666667,2.6666667,6,6,0,0,.26086956,1,0,0
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,15apr2026,Textos descriptivos,,Baja asistencia ,.66666669,1.3333334,2,1,0,1,.086956523,.5,0,.5
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,18apr2026,Textos instructivos,,Baja asistencia ,.625,1.3333334,4,2,2,0,.17391305,.5,.5,0
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,29apr2026,Textos narrativos I,,Ninguno,.33333334,1.3333334,3,1,0,2,.13043478,.33333334,0,.66666669
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,02may2026,Textos narrativos I,,Ninguno,.93333334,1.3333334,5,4,1,0,.2173913,.80000001,.2,0
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,13may2026,Textos narrativos II,,ninguno,.69999999,1.3333334,5,4,0,1,.2173913,.80000001,0,.2
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,16may2026,Textos narrativos I,,Ninguno,.60000002,1.3333334,4,0,4,0,.17391305,0,1,0
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,13jun2026,Textos narrativos II,,No hubo mucha asistencia ,.5,1.3333334,1,0,1,0,.043478262,0,1,0
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,27jun2026,Textos expositivos I,,Textos expositivos ,.91666669,1.3333334,3,3,0,0,.13043478,1,0,0
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,08jul2026,Textos expositivos II,,Se trabajaron textos expositivos,.9285714,1.3333334,7,7,0,0,.30434781,1,0,0
Lectoescritura,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,11jul2026,Textos argumentativos I,,Trabajar textos argumentativos,1,1.3333334,5,5,0,0,.2173913,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,07apr2026,Nivelación 0,,Pocos alumnos presentes ,.69999999,2.6666667,5,4,0,1,.2173913,.80000001,0,.2
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,10apr2026,Fracciones,,Pocos estudiantes en quinto ,.8125,2.6666667,4,4,0,0,.17391305,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,21apr2026,Operaciones con fracciones,,Poca asistencia los chicos se van al entrenamiento de fútbol ,.79166669,2.6666667,6,6,0,0,.26086956,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,24apr2026,Números decimales,,Me están supervisando los profesores el director y el tutor de quinto son dos contra uno 🥲,.95833331,2.6666667,7,6,0,0,.30434781,.85714287,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,05may2026,Porcentajes I,,Se mejoro la asistencia pero aún siguen faltando ,.8923077,2.6666667,13,13,0,0,.56521738,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,09may2026,Porcentajes II,,"Está mejorando la asistencia en NM, mis exit ticket están mojados ",.89999998,2.6666667,8,8,0,0,.34782609,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,02jun2026,Fracciones,Operaciones con fracciones,Pocos estudiantes ,.80000001,2.6666667,6,4,1,1,.26086956,.66666669,.16666667,.16666667
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,05jun2026,Proporciones,,0 estudiantes se tendrá que hacer el tema de proporción la semana que estoy en NM,,2.6666667,0,0,0,0,0,,,
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,15jun2026,Proporciones,,Grupo 1,.80000001,2.6666667,5,4,0,1,.2173913,.80000001,0,.2
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,16jun2026,Proporciones,,Grupo 1,.73333335,2.6666667,6,3,2,1,.26086956,.5,.33333334,.16666667
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,18jun2026,Nivelación 0,Proporciones,Hoy vinieron grupo 1 dos estudiantes pero tocaba grupo 2 igual les tome exit ticket diferentes al grupo 2 se les está enseñanando a sumar restar multiplicar y dividir,.81999999,2.6666667,5,4,1,0,.2173913,.80000001,.2,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,19jun2026,Fracciones,Proporciones,Se trabajó por grupos algunos enseñe fracciones s otros proporciones ya que de manera voluntaria vino los de grupo 1 y se les enseña de acuerdo a su nivel ,.83333331,2.6666667,8,5,0,1,.34782609,.625,0,.125
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,29jun2026,Números decimales,,Día feriado ,1,2.6666667,2,1,0,0,.086956523,.5,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,30jun2026,Porcentajes I,Porcentajes II,Grupo 1,.94999999,2.6666667,4,4,0,0,.17391305,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,02jul2026,Números decimales,,Grupo 2,1,2.6666667,5,4,0,0,.2173913,.80000001,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,03jul2026,Números decimales,Porcentajes I,Se les enseña de acuerdo a su asistencia y su nivel,.75,2.6666667,4,3,0,1,.17391305,.75,0,.25
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,13jul2026,Patrones y progresiones,,.,1,2.6666667,2,2,0,0,.086956523,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,14jul2026,Patrones y progresiones,Lenguaje algebraico y ecuaciones,.,.89999998,2.6666667,4,4,0,0,.17391305,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,16jul2026,Lenguaje algebraico y ecuaciones,Inecuaciones,.,.80000001,2.6666667,3,2,0,1,.13043478,.66666669,0,.33333334
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de reforzamiento,23,17jul2026,Nivelación 0,Lenguaje algebraico y ecuaciones,.,.85714287,2.6666667,7,6,0,1,.30434781,.85714287,0,.14285715
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,08apr2026,Nivelación 0,,Hoy no se tomo exit ticket,,1.3333334,5,0,0,0,.2173913,0,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,11apr2026,Fracciones,,Pocos alumnos ,.69999999,1.3333334,5,4,1,0,.2173913,.80000001,.2,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,22apr2026,Operaciones con fracciones,,Poca asistencia,.90625,1.3333334,8,8,0,0,.34782609,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,25apr2026,Números decimales,,Pocos alumnos ,.75,1.3333334,1,1,0,0,.043478262,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,06may2026,Porcentajes I,,Hoy una estudiante entre a mi clase pero se fue cuando estaba escribiendo en la pizarra ,1,1.3333334,3,3,0,0,.13043478,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,03jun2026,Fracciones,Operaciones con fracciones,Solo se trabajo una hora (tenían clase de ética) muy poco tiempo para tantos estudiantes,.44999999,1.3333334,4,1,0,3,.17391305,.25,0,.75
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,06jun2026,Fracciones,Operaciones con fracciones,0 estudiantes de 5to,,1.3333334,0,0,0,0,0,,,
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,17jun2026,Proporciones,,Se fue la luz cinco minutos antes de que terminen su exit ticket y ya era noche,.85714287,1.3333334,7,6,1,0,.30434781,.85714287,.14285715,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,20jun2026,Fracciones,Porcentajes I,Llovió muy fuerte a las 10:00 am . Se le enseño de acuerdo a su nivel a cada estudiante ,1,1.3333334,3,3,0,0,.13043478,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,01jul2026,Patrones y progresiones,,Se trabajó con el grupo 1,.63999999,1.3333334,5,2,1,2,.2173913,.40000001,.2,.40000001
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,04jul2026,Números decimales,,Se les enseña de acuerdo a su nivel ,1,1.3333334,2,2,0,0,.086956523,1,0,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,15jul2026,Proporciones,Patrones y progresiones,.,.80000001,1.3333334,8,6,2,0,.34782609,.75,.25,0
Matemática,I.E Carlos Ríos Ríos (Nuevo Mundo),5to de Secundaria,Sesión de consolidación (miércoles y sábados),23,18jul2026,Lenguaje algebraico y ecuaciones,,.,.74285716,1.3333334,7,4,1,2,.30434781,.5714286,.14285715,.2857143
Lectoescritura,I.E Monseñor Javier Aris Huarte (Kirigueti),4to de Secundaria,Sesión de reforzamiento,23,06apr2026,Textos descriptivos,Textos instructivos,,.61842108,2.6666667,19,14,2,3,.82608694,.7368421,.10526316,.15789473
